what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386768772193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769046236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769124228
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769150154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769237309
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.DeviceView",1386769282357
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1386769283290
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769359953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769485716
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.DeviceView",1386769486776
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1386769489002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1386769490726
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1386769493670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769495555
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769495754
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769495909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769496068
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769496571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769496770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769496928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769497087
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386769497246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769499329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769515423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769521626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769523514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769531634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769558812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769571120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769620593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386769660739
