what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1386212422743
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1386212422743
java.version,sysinfo,,,"1.6.0_10-rc2",1386212422743
java.vm.info,sysinfo,,,"mixed mode",1386212422743
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1386212422743
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1386212422743
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1386212422743
java.vm.specification.version,sysinfo,,,"1.0",1386212422743
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1386212422743
java.vm.version,sysinfo,,,"11.0-b15",1386212422743
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1386212427165
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.DeviceView",1386212429120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386212435835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386212435947
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1386212436987
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1386212452888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212456530
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212456761
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1386212470615
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212471265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212471489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212471672
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212472786
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212472975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212473158
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212474903
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386212475108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386212477923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386212478461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386212485639
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386228681357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386228682667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386228682750
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.DeviceView",1386228700737
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1386228702599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386228720991
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1386228871803
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1386228871868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386228872099
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1386228872107
started,bundle,org.python.pydev.core,2.7.1.2012100913,"org.python.pydev.core",1386228872634
started,bundle,org.python.pydev.debug,2.7.1.2012100913,"org.python.pydev.debug",1386228872639
started,bundle,com.python.pydev.analysis,2.7.1.2012100913,"com.python.pydev.analysis",1386228872698
started,bundle,com.aptana.shared_core,2.7.1.2012100913,"com.aptana.shared_core",1386228872707
started,bundle,org.python.pydev,2.7.1.2012100913,"org.python.pydev",1386228872787
started,bundle,com.aptana.interactive_console,2.7.1.2012100913,"com.aptana.interactive_console",1386228872816
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1386228872856
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1386228872979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386229922920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386229924161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386229925926
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.DeviceView",1386229925937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386229926884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386229927743
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386229927870
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1386229928484
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1386229928494
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1386229928610
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1386229928613
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1386229928615
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1386229928616
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1386229928619
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1386229928620
